,0
1366,137439.8286784971
1367,228456.70819593238
1368,188639.11230132566
1369,222886.40059530246
1370,167778.19201446927
1371,254269.97701135484
1372,263964.4804781943
1373,216892.77661312025
1374,212512.83031861286
1375,184487.38572153574
1376,154872.9172603775
1377,158214.54214231396
1378,178114.64964061635
1379,198301.62141823163
1380,193502.71894852535
1381,216103.87775465823
1382,153860.30504272322
1383,164980.28839440638
1384,130255.13395358516
1385,200576.62555376015
1386,210686.59891636888
1387,195216.21238901716
1388,190520.7021880759
1389,240609.81779995246
1390,202290.71836705197
1391,216533.6746563283
1392,222573.12748851415
1393,148106.14563139304
1394,193140.49430212606
1395,195754.14888809438
1396,180975.39488175197
1397,198969.29134758786
1398,119222.2346836509
1399,143083.89598762523
1400,138321.33175430453
1401,177674.70733741054
1402,139758.24429773926
1403,230215.7202522105
1404,152552.7420566438
1405,146592.6991371467
1406,118784.95216562996
1407,112609.50128034569
1408,118197.36743486948
1409,132986.85483837628
1410,100653.5344923179
1411,89625.62577136008
1412,111672.12861479622
1413,144726.25044799416
1414,119633.25479669937
1415,143768.68789914195
1416,139171.39698127643
1417,146923.61471180196
1418,140040.01241673488
1419,119242.27149190313
1420,158998.33049599576
1421,186284.19628855758
1422,183263.5875980869
1423,161149.2911124306
1424,172124.33568144025
1425,238844.81622614307
1426,106367.14481621319
1427,135175.79372880017
1428,85438.8232631371
1429,104917.1221428811
1430,146183.0133979766
1431,56107.86955077874
1432,76671.11118292107
1433,67815.95304839424
1434,311383.0887116277
1435,267439.33212438144
1436,211835.68806889857
1437,155865.81362942708
1438,188327.95543664676
1439,155443.26656638968
1440,227531.82855672672
1441,168430.933943648
1442,285267.15104558336
1443,294595.0184441576
1444,110554.2417516789
1445,184453.98686580252
1446,116568.09928088971
1447,133655.3403279274
1448,163439.47096444172
1449,92264.70374419539
1450,102086.68895391219
1451,156854.5225170484
1452,94608.9079305845
1453,95153.64642500345
1454,96581.23020311058
1455,95862.63507353586
1456,165820.51264497335
1457,132690.42263129272
1458,203765.76973276358
